scan_id,fixture_id,hard_fail_code,fixture_variant,observed_result,expected_result,unexpected_pass,forbidden_promotion,scanner_status,allowed_use,blocked_use
G21D-SCAN-0011,G21C-FIXTURE-004-02,silent_bottom_clip,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0012,G21C-FIXTURE-004-03,silent_bottom_clip,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0013,G21C-FIXTURE-005-01,nonpositive_bottom_marked_open,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0014,G21C-FIXTURE-005-02,nonpositive_bottom_marked_open,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0015,G21C-FIXTURE-005-03,nonpositive_bottom_marked_open,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0016,G21C-FIXTURE-006-01,missing_closure_policy,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0017,G21C-FIXTURE-006-02,missing_closure_policy,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0018,G21C-FIXTURE-006-03,missing_closure_policy,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0019,G21C-FIXTURE-007-01,min_aperture_used_as_passability,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0020,G21C-FIXTURE-007-02,min_aperture_used_as_passability,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0021,G21C-FIXTURE-007-03,min_aperture_used_as_passability,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0022,G21C-FIXTURE-008-01,measured_geometry_without_profile,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0023,G21C-FIXTURE-008-02,measured_geometry_without_profile,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0024,G21C-FIXTURE-008-03,measured_geometry_without_profile,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0025,G21C-FIXTURE-009-01,source_hash_missing_for_comsol_context,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0026,G21C-FIXTURE-009-02,source_hash_missing_for_comsol_context,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0027,G21C-FIXTURE-009-03,source_hash_missing_for_comsol_context,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0028,G21C-FIXTURE-010-01,claim_boundary_missing,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0029,G21C-FIXTURE-010-02,claim_boundary_missing,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0030,G21C-FIXTURE-010-03,claim_boundary_missing,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0031,G21C-FIXTURE-011-01,trapezoid_runtime_without_geometry_primitive,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0032,G21C-FIXTURE-011-02,trapezoid_runtime_without_geometry_primitive,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0033,G21C-FIXTURE-011-03,trapezoid_runtime_without_geometry_primitive,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0034,G21C-FIXTURE-012-01,rectangular_sampler_under_trapezoid,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0035,G21C-FIXTURE-012-02,rectangular_sampler_under_trapezoid,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0036,G21C-FIXTURE-012-03,rectangular_sampler_under_trapezoid,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
