schema_field_id,field_group,field_name,required_before_package_c_pass,implementation_authorized,runtime_allowed,purpose,allowed_now,allowed_use,blocked_use
G26D-SCHEMA-011,brownian_reflection,corner_guard_status,true,false,false,Package C brownian_reflection design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-012,brownian_reflection,normal_vector_x,true,false,false,Package C brownian_reflection design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-013,brownian_reflection,normal_vector_u,true,false,false,Package C brownian_reflection design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-014,brownian_reflection,reflection_displacement_nm,true,false,false,Package C brownian_reflection design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-015,dt_convergence,brownian_rms_step_nm,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-016,dt_convergence,dt_s,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-017,dt_convergence,dt_stability_status,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-018,dt_convergence,dt_halving_convergence_status,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-019,dt_convergence,dt_halving_max_distribution_delta,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-020,dt_convergence,max_reflection_iterations,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-021,dt_convergence,reflection_iteration_count_p50,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-022,dt_convergence,reflection_iteration_count_p99,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-023,dt_convergence,corner_active_set_count,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-024,dt_convergence,boundary_atom_fraction,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-025,dt_convergence,wall_bias_check_status,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-026,dt_convergence,equilibrium_uniformity_check_status,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-027,dt_convergence,rectangle_limit_check_status,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-028,dt_convergence,one_wall_neumann_kernel_check_status,true,false,false,Package C dt_convergence design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-029,diffusion_hindrance,diffusion_tensor_model,true,false,false,Package C diffusion_hindrance design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-030,diffusion_hindrance,diffusion_hindrance_model,true,false,false,Package C diffusion_hindrance design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-031,diffusion_hindrance,diffusion_hindrance_claim_level,true,false,false,Package C diffusion_hindrance design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-032,diffusion_hindrance,hindered_diffusion_solver_required_reason,true,false,false,Package C diffusion_hindrance design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-033,flow,flow_control_interpretation,true,false,false,Package C flow design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-034,flow,trapezoid_flow_solver_status,true,false,false,Package C flow design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-035,flow,trapezoid_velocity_field_status,true,false,false,Package C flow design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-036,flow,fixed_pressure_hydraulic_resistance_status,true,false,false,Package C flow design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-037,flow,not_qch_weighted,true,false,false,Package C flow design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-038,electrokinetic,electrokinetic_grid_geometry_model,true,false,false,Package C electrokinetic design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-039,electrokinetic,electrokinetic_solver_status,true,false,false,Package C electrokinetic design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G26D-SCHEMA-040,electrokinetic,electrokinetic_claim_level,true,false,false,Package C electrokinetic design and validation guard,design_requirement_only,design-only Package C external-review integration;implementation requirements ledger;required-test matrix;schema field checklist;blocked-model ledger;no-run no-auth,Package C physics implementation;proof registry pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
