family_id,source_validator_id,package,hard_fail_code,trigger_condition,enforcement_surface,negative_fixture_required,expected_result,runtime_allowed,production_allowed,claim_promotion_allowed,allowed_use,blocked_use
G21B-FAMILY-011,G20C-HARDFAIL-011,Package B,trapezoid_runtime_without_geometry_primitive,trapezoid request lacks cross-section geometry version,tests/test_cross_section_geometry.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-012,G20C-HARDFAIL-012,Package B,rectangular_sampler_under_trapezoid,trapezoid sampler reads rectangular width/depth half-span,tests/test_cross_section_geometry.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-013,G20C-HARDFAIL-013,Package B,uniform_accessible_area_label_mismatch,uniform accessible area label backed by rectangle support,tests/test_cross_section_geometry.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-014,G20C-HARDFAIL-014,Package B,sample_outside_center_support,sampled particle center falls outside radius-aware support,tests/test_cross_section_geometry.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-015,G20C-HARDFAIL-015,Package B,blocked_bin_has_response,blocked PRS bin carries numeric response/proxy,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-016,G20C-HARDFAIL-016,Package B,neighbor_fill_blocked_bin,blocked PRS bin is filled from neighbor/interpolation,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-017,G20C-HARDFAIL-017,Package B,flux_weighted_without_trapezoid_flow_model,flux-weighted trapezoid sampling lacks compatible flow field,tests/test_cross_section_geometry.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-018,G20C-HARDFAIL-018,Package D,prs_without_geometry_basis,PRS row lacks position distribution basis or geometry version,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-019,G20C-HARDFAIL-019,Package D,prs_without_particle_radius_support,PRS row lacks particle radius/support status,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-020,G20C-HARDFAIL-020,Package D,edge4_to_edge20_direct_mapping,edge4 context is mapped directly to edge20 PRS bins,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-021,G20C-HARDFAIL-021,Package D,D900_to_D1200_borrowing,D900 evidence is used for D1200 route/depth grain,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-022,G20C-HARDFAIL-022,Package D,auto_admit_220_or_300nm,220/300 nm rows are admitted without exact steric support,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-023,G20C-HARDFAIL-023,Package D,comsol_context_as_prs_grain,COMSOL TPD/proxy/context row promoted to exact PRS grain,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-024,G20C-HARDFAIL-024,Package D,bare_W_eff,EAS emits bare W_eff rather than named surrogate field,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-025,G20C-HARDFAIL-025,Package D,solver_trigger_as_solver_output,optical solver trigger is treated as optical solver result,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-026,G20C-HARDFAIL-026,Package D,rank_or_score_field_present,rank/score/route_score/winner style column promotes route conclusion,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-027,G20C-HARDFAIL-027,Package D,claim_flags_missing,sidewall PRS/EAS row lacks no-claim flags,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-028,G20C-HARDFAIL-028,G8 cache/signature,old_rectangular_cache_reuse,old rectangle cache satisfies trapezoid request,tests/test_physics_core.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21B-FAMILY-029,G20C-HARDFAIL-029,G8 cache/signature,sidewall_aware_with_not_propagated_status,row marked sidewall-aware while geometry propagation is not propagated,tests/test_nodi_comsol_next_artifacts_contracts.py,true,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,false,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
