fixture_execution_id,family_id,hard_fail_code,source_package,validator_entrypoint,expected_rule_family,fixture_scope,pytest_file,pytest_marker,static_command,execution_mode,execution_status,runtime_allowed,production_allowed,claim_promotion_allowed,sidewall_numeric_output_allowed,allowed_use,blocked_use
G23B-STATIC-FIXTURE-011,G21B-FAMILY-011,trapezoid_runtime_without_geometry_primitive,Package B,tests/test_cross_section_geometry.py,CROSS-SECTION-GEOMETRY,geometry_sampler_static_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_complete_geometry_fields,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_requires_complete_geometry_fields,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-012,G21B-FAMILY-012,rectangular_sampler_under_trapezoid,Package B,tests/test_cross_section_geometry.py,CROSS-SECTION-GEOMETRY,geometry_sampler_static_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_rectangular_sampler_under_trapezoid,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_rejects_rectangular_sampler_under_trapezoid,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-013,G21B-FAMILY-013,uniform_accessible_area_label_mismatch,Package B,tests/test_cross_section_geometry.py,CROSS-SECTION-GEOMETRY,geometry_sampler_static_fixture,tests/test_cross_section_geometry.py,test_trapezoid_uniform_sampler_stays_in_particle_center_support,python -m pytest tests/test_cross_section_geometry.py -q -k test_trapezoid_uniform_sampler_stays_in_particle_center_support,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-014,G21B-FAMILY-014,sample_outside_center_support,Package B,tests/test_cross_section_geometry.py,CROSS-SECTION-GEOMETRY,geometry_sampler_static_fixture,tests/test_cross_section_geometry.py,test_trapezoid_trajectory_rejects_initial_point_outside_oracle_support,python -m pytest tests/test_cross_section_geometry.py -q -k test_trapezoid_trajectory_rejects_initial_point_outside_oracle_support,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-015,G21B-FAMILY-015,blocked_bin_has_response,Package B,validate_position_response_surface_rows,PRS-SIDEWALL-V2,prs_blocked_bin_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_blocked_bin_numeric_response,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_rejects_blocked_bin_numeric_response,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-016,G21B-FAMILY-016,neighbor_fill_blocked_bin,Package B,validate_position_response_surface_rows,PRS-SIDEWALL-V2,prs_blocked_bin_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_blocked_bin_neighbor_fill,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_rejects_blocked_bin_neighbor_fill,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-017,G21B-FAMILY-017,flux_weighted_without_trapezoid_flow_model,Package B,tests/test_cross_section_geometry.py,CROSS-SECTION-GEOMETRY,geometry_sampler_static_fixture,tests/test_cross_section_geometry.py,test_trapezoid_sampler_rejects_flux_weighted_without_flow_model,python -m pytest tests/test_cross_section_geometry.py -q -k test_trapezoid_sampler_rejects_flux_weighted_without_flow_model,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-018,G21B-FAMILY-018,prs_without_geometry_basis,Package D,validate_position_response_surface_rows;validate_sidewall_package_d_precheck_rows,PRS-SIDEWALL-V2;SIDEWALL-D-PRECHECK,prs_sidewall_v2_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_complete_geometry_fields,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_requires_complete_geometry_fields,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-019,G21B-FAMILY-019,prs_without_particle_radius_support,Package D,validate_position_response_surface_rows;validate_sidewall_package_d_precheck_rows,PRS-SIDEWALL-V2;SIDEWALL-D-PRECHECK,prs_sidewall_v2_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_large_tail_support_guard,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_requires_large_tail_support_guard,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-020,G21B-FAMILY-020,edge4_to_edge20_direct_mapping,Package D,validate_position_response_surface_rows;validate_sidewall_package_d_precheck_rows,PRS-SIDEWALL-V2;SIDEWALL-D-PRECHECK,prs_sidewall_v2_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_edge4_to_edge20_direct_mapping,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_rejects_edge4_to_edge20_direct_mapping,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-021,G21B-FAMILY-021,D900_to_D1200_borrowing,Package D,validate_position_response_surface_rows;validate_sidewall_package_d_precheck_rows,PRS-SIDEWALL-V2;SIDEWALL-D-PRECHECK,prs_sidewall_v2_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_D900_to_D1200_source_borrowing,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_rejects_D900_to_D1200_source_borrowing,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-022,G21B-FAMILY-022,auto_admit_220_or_300nm,Package D,validate_position_response_surface_rows;validate_sidewall_package_d_precheck_rows,PRS-SIDEWALL-V2;SIDEWALL-D-PRECHECK,prs_sidewall_v2_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_auto_tail_admission,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_rejects_auto_tail_admission,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-023,G21B-FAMILY-023,comsol_context_as_prs_grain,Package D,validate_position_response_surface_rows;validate_sidewall_package_d_precheck_rows,PRS-SIDEWALL-V2;SIDEWALL-D-PRECHECK,prs_sidewall_v2_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_source_grain_binding_fields,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_position_response_sidewall_v2_requires_source_grain_binding_fields,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-024,G21B-FAMILY-024,bare_W_eff,Package D,validate_effective_aperture_surrogate_rows,EAS-SIDEWALL-V2,eas_sidewall_v2_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_effective_aperture_sidewall_v2_rejects_exact_claim_columns,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_effective_aperture_sidewall_v2_rejects_exact_claim_columns,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-025,G21B-FAMILY-025,solver_trigger_as_solver_output,Package D,validate_effective_aperture_surrogate_rows,EAS-SIDEWALL-V2,eas_sidewall_v2_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_effective_aperture_sidewall_v2_rejects_solver_trigger_as_result,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_effective_aperture_sidewall_v2_rejects_solver_trigger_as_result,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G23B-STATIC-FIXTURE-026,G21B-FAMILY-026,rank_or_score_field_present,Package D,validate_position_response_surface_rows;validate_effective_aperture_surrogate_rows;validate_sidewall_package_d_precheck_rows,PRS/EAS-SIDEWALL-V2;SIDEWALL-D-PRECHECK,prs_eas_package_d_fixture,tests/test_nodi_comsol_next_artifacts_contracts.py,test_effective_aperture_sidewall_v2_rejects_rank_promotion,python -m pytest tests/test_nodi_comsol_next_artifacts_contracts.py -q -k test_effective_aperture_sidewall_v2_rejects_rank_promotion,static_pytest_or_validator_function_only,PASS_STATIC_FIXTURE_EXECUTABLE_NO_RUNTIME,false,false,false,false,review-only Gate22-to-Gate23 static executable fixture packet;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
