audit_id,source_group,field_name,rows_checked,bad_values,audit_status
NODI-G2G-FORBID-023,COMSOL_EDGE_CANDIDATE,is_production_ingestion,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-024,COMSOL_EDGE_CANDIDATE,is_runtime_configuration,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-025,NODI_RECONCILIATION,direct_prs_bin_use_authorized,16,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-026,NODI_RECONCILIATION,formula_use_authorized,16,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-027,NODI_RECONCILIATION,grain_level_ingestion_authorized,16,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-028,NODI_RECONCILIATION,accepted_row_expansion_authorized,16,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-029,NODI_RECONCILIATION,edge4_policy_approved,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-030,NODI_RECONCILIATION,edge4_row_accepted,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-031,NODI_RECONCILIATION,policy_approved,16,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-032,NODI_RECONCILIATION,decision_use_allowed,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-033,NODI_RECONCILIATION,qch_weighting_authorized,16,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-034,NODI_RECONCILIATION,qch_eta_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-035,NODI_RECONCILIATION,qch_chi_eta_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-036,NODI_RECONCILIATION,chi_selected_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-037,NODI_RECONCILIATION,route_score_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-038,NODI_RECONCILIATION,jrc_authorized,16,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-039,NODI_RECONCILIATION,yield_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-040,NODI_RECONCILIATION,winner_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-041,NODI_RECONCILIATION,detection_probability_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-042,NODI_RECONCILIATION,production_ingestion_authorized,16,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-043,NODI_RECONCILIATION,runtime_configuration_authorized,16,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-044,NODI_RECONCILIATION,can_enter_weighting,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-045,NODI_RECONCILIATION,can_enter_jrc,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-046,NODI_RECONCILIATION,is_chi_selected,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-047,NODI_RECONCILIATION,is_production_ingestion,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-048,NODI_RECONCILIATION,is_runtime_configuration,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-049,LOSS_GAP,direct_prs_bin_use_authorized,8,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-050,LOSS_GAP,formula_use_authorized,8,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-051,LOSS_GAP,grain_level_ingestion_authorized,8,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-052,LOSS_GAP,accepted_row_expansion_authorized,8,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-053,LOSS_GAP,edge4_policy_approved,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-054,LOSS_GAP,edge4_row_accepted,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-055,LOSS_GAP,policy_approved,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-056,LOSS_GAP,decision_use_allowed,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-057,LOSS_GAP,qch_weighting_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-058,LOSS_GAP,qch_eta_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-059,LOSS_GAP,qch_chi_eta_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-060,LOSS_GAP,chi_selected_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-061,LOSS_GAP,route_score_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-062,LOSS_GAP,jrc_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-063,LOSS_GAP,yield_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-064,LOSS_GAP,winner_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-065,LOSS_GAP,detection_probability_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-066,LOSS_GAP,production_ingestion_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-067,LOSS_GAP,runtime_configuration_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-068,LOSS_GAP,can_enter_weighting,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-069,LOSS_GAP,can_enter_jrc,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-070,LOSS_GAP,is_chi_selected,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-071,LOSS_GAP,is_production_ingestion,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-072,LOSS_GAP,is_runtime_configuration,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-073,BLOCKER_CARRY_FORWARD,direct_prs_bin_use_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-074,BLOCKER_CARRY_FORWARD,formula_use_authorized,9,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-075,BLOCKER_CARRY_FORWARD,grain_level_ingestion_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-076,BLOCKER_CARRY_FORWARD,accepted_row_expansion_authorized,9,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-077,BLOCKER_CARRY_FORWARD,edge4_policy_approved,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-078,BLOCKER_CARRY_FORWARD,edge4_row_accepted,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-079,BLOCKER_CARRY_FORWARD,policy_approved,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-080,BLOCKER_CARRY_FORWARD,decision_use_allowed,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-081,BLOCKER_CARRY_FORWARD,qch_weighting_authorized,8,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-082,BLOCKER_CARRY_FORWARD,qch_eta_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-083,BLOCKER_CARRY_FORWARD,qch_chi_eta_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-084,BLOCKER_CARRY_FORWARD,chi_selected_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-085,BLOCKER_CARRY_FORWARD,route_score_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-086,BLOCKER_CARRY_FORWARD,jrc_authorized,9,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-087,BLOCKER_CARRY_FORWARD,yield_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-088,BLOCKER_CARRY_FORWARD,winner_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-089,BLOCKER_CARRY_FORWARD,detection_probability_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-090,BLOCKER_CARRY_FORWARD,production_ingestion_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-091,BLOCKER_CARRY_FORWARD,runtime_configuration_authorized,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-092,BLOCKER_CARRY_FORWARD,can_enter_weighting,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-093,BLOCKER_CARRY_FORWARD,can_enter_jrc,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-094,BLOCKER_CARRY_FORWARD,is_chi_selected,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-095,BLOCKER_CARRY_FORWARD,is_production_ingestion,0,,PASS_FORBIDDEN_FALSE
NODI-G2G-FORBID-096,BLOCKER_CARRY_FORWARD,is_runtime_configuration,0,,PASS_FORBIDDEN_FALSE
