sweep_version,row_id,allowed_use,blocked_use,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,claim_boundary,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_artifacts_json,shard_case_id,source_route_id_nodi,source_route_id_role,route_id_nodi,candidate_envelope_route_id_nodi,route_id_nodi_role,lambda_nm,source_W_nominal_nm,W_nominal_nm,W_top_nm,W_top_semantics,candidate_envelope_top_width_delta_nm,D_nm,depth_nm,diameter_nm,annulus_window_id,selected_annulus_edge_norm_min,selected_annulus_edge_norm_max,is_canonical_annulus_window,window_reference_context,priority_context,particle_model,channel_cross_section_model,sidewall_angle_convention,sidewall_deg_comsol,sidewall_taper_angle_deg_nodi,W_bottom_unclipped_nm,W_bottom_runtime_clipped_nm,closure_status,n_events_requested,random_seed,reference_model,reference_spatial_mode,flow_profile_model,diffusion_hindrance_model,readout_preset,execution_status,synthesis_version,not_exact_pxu_probability_grid,decision_use_allowed,source_plan_row_id_603,full_recompute_scope,rectangle_baseline_status,distribution_weighting_applied_after_nodi_execution,weighting_modes_json,n_events_observed,synthetic_counting_context_rate,stable_counting_context_rate,mean_peak_height,mean_local_snr,selected_annulus_source,selected_annulus_edge_norm_min_observed,selected_annulus_edge_norm_max_observed,selected_annulus_n_events,selected_annulus_fraction,selected_annulus_mean_edge_norm,selected_annulus_counting_context_rate,reference_geometry_propagation_status,reference_geometry_claim_level,not_optical_solver_output,optical_solver_trigger_is_result,not_event_run_probability_claim
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P260-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P260-N32-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,404/W607/D1200,followup_window_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,260,0p6_0p9,0.6,0.9,False,noncanonical_followup_window,full_inner_canonical_outer_closein,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,32,62960,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P260-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,582.306142252148,1201653.958334363,initial_position_edge_norm_annulus_diagnostic_v1,0.6,0.9,16,0.5,0.7456926503145043,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P270-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P270-N32-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,404/W607/D1200,followup_window_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,270,0p6_0p9,0.6,0.9,False,noncanonical_followup_window,full_inner_canonical_outer_closein,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,32,62970,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P270-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,661.3807375883837,1168570.6597475866,initial_position_edge_norm_annulus_diagnostic_v1,0.6,0.9,14,0.4375,0.7862846490278537,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P280-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P280-N32-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,404/W607/D1200,followup_window_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,280,0p6_0p9,0.6,0.9,False,noncanonical_followup_window,full_inner_canonical_outer_closein,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,32,62980,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P280-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,747.7078354319372,1424911.990930683,initial_position_edge_norm_annulus_diagnostic_v1,0.6,0.9,18,0.5625,0.7381519461538546,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P290-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P290-N32-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,404/W607/D1200,followup_window_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,290,0p6_0p9,0.6,0.9,False,noncanonical_followup_window,full_inner_canonical_outer_closein,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,32,62990,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P290-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,841.1820684921931,1451725.2756011595,initial_position_edge_norm_annulus_diagnostic_v1,0.6,0.9,14,0.4375,0.7599379737733009,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P300-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P300-N32-TH85,404/W500/D1200,join_key_only_not_selection,404/W607/D1200,404/W607/D1200,followup_window_context_not_selection,404,500,607,607,candidate_envelope_runtime_top_aperture_surrogate,107,1200,1200,300,0p6_0p9,0.6,0.9,False,noncanonical_followup_window,full_inner_canonical_outer_closein,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,397.02720753778243,397.02720753778243,open,32,63000,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D1200-to-404_W607_D1200-A0p6_0p9-P300-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,941.9544978581248,1705577.0266387865,initial_position_edge_norm_annulus_diagnostic_v1,0.6,0.9,13,0.40625,0.7928359044449051,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P40-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P40-N32-TH85,404/W500/D900,join_key_only_not_selection,404/W580/D900,404/W580/D900,followup_window_context_not_selection,404,500,580,580,candidate_envelope_runtime_top_aperture_surrogate,80,900,900,40,0p5_0p8,0.5,0.8,True,canonical_reference_window,canonical_reference_retained,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,422.5204056533368,422.5204056533368,open,32,63740,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P40-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,0.875,0.875,0.20899987878662496,357.9275658553411,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,8,0.25,0.7236413638692222,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P60-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P60-N32-TH85,404/W500/D900,join_key_only_not_selection,404/W580/D900,404/W580/D900,followup_window_context_not_selection,404,500,580,580,candidate_envelope_runtime_top_aperture_surrogate,80,900,900,60,0p5_0p8,0.5,0.8,True,canonical_reference_window,canonical_reference_retained,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,422.5204056533368,422.5204056533368,open,32,63760,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P60-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,1.554286336082266,2660.4383397161073,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,8,0.25,0.6833989251631484,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P100-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P100-N32-TH85,404/W500/D900,join_key_only_not_selection,404/W580/D900,404/W580/D900,followup_window_context_not_selection,404,500,580,580,candidate_envelope_runtime_top_aperture_surrogate,80,900,900,100,0p5_0p8,0.5,0.8,True,canonical_reference_window,canonical_reference_retained,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,422.5204056533368,422.5204056533368,open,32,63800,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P100-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,15.456995455473095,32026.60313956817,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,15,0.46875,0.6454379581894248,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P150-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P150-N32-TH85,404/W500/D900,join_key_only_not_selection,404/W580/D900,404/W580/D900,followup_window_context_not_selection,404,500,580,580,candidate_envelope_runtime_top_aperture_surrogate,80,900,900,150,0p5_0p8,0.5,0.8,True,canonical_reference_window,canonical_reference_retained,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,422.5204056533368,422.5204056533368,open,32,63850,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P150-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,77.40122431452417,131997.17236644804,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,6,0.1875,0.58439704172386,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P220-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P220-N32-TH85,404/W500/D900,join_key_only_not_selection,404/W580/D900,404/W580/D900,followup_window_context_not_selection,404,500,580,580,candidate_envelope_runtime_top_aperture_surrogate,80,900,900,220,0p5_0p8,0.5,0.8,True,canonical_reference_window,canonical_reference_retained,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,422.5204056533368,422.5204056533368,open,32,63920,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P220-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,317.0367599240477,549002.7489038517,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,13,0.40625,0.7145965992420868,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P230-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P230-N32-TH85,404/W500/D900,join_key_only_not_selection,404/W580/D900,404/W580/D900,followup_window_context_not_selection,404,500,580,580,candidate_envelope_runtime_top_aperture_surrogate,80,900,900,230,0p5_0p8,0.5,0.8,True,canonical_reference_window,canonical_reference_retained,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,422.5204056533368,422.5204056533368,open,32,63930,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P230-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,372.1155596017857,728920.5392963168,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,16,0.5,0.6658904750301111,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P240-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P240-N32-TH85,404/W500/D900,join_key_only_not_selection,404/W580/D900,404/W580/D900,followup_window_context_not_selection,404,500,580,580,candidate_envelope_runtime_top_aperture_surrogate,80,900,900,240,0p5_0p8,0.5,0.8,True,canonical_reference_window,canonical_reference_retained,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,422.5204056533368,422.5204056533368,open,32,63940,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P240-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,433.0054510545551,797658.3577658613,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,13,0.40625,0.7171040559609091,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
sidewall_followup_window_higher_event_sweep_v1,FULL-FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P250-N32-TH85,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,full_nodi_recompute_distribution_weighted_context_not_exact_pxu,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,"[""602_NODI_SIDEWALL_THREE_QUESTION_CLOSEIN_SYNTHESIS_20260703"", ""600_execute_annulus_row_reused_for_nodi_execution"", ""route_specific_followup_window_set""]",FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P250-N32-TH85,404/W500/D900,join_key_only_not_selection,404/W580/D900,404/W580/D900,followup_window_context_not_selection,404,500,580,580,candidate_envelope_runtime_top_aperture_surrogate,80,900,900,250,0p5_0p8,0.5,0.8,True,canonical_reference_window,canonical_reference_retained,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,422.5204056533368,422.5204056533368,open,32,63950,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_full_nodi_recompute,sidewall_full_recompute_distribution_weighted_lock_v1,True,False,FUW-404_W500_D900-to-404_W580_D900-A0p5_0p8-P250-N32-TH85,route_window_diameter_trapezoid_sidewall_recompute,preserved_not_overwritten,True,"[""uniform_edge_mass"", ""comsol_outlet_flux_fraction"", ""comsol_residence_fraction""]",32,1.0,1.0,498.9204493734318,899226.5893190601,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,10,0.3125,0.6586021941205591,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,True,False,True
