synthesis_version,row_id,allowed_use,blocked_use,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,claim_boundary,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_route_id_nodi,candidate_route_id_nodi,route_id_role,diameter_nm,source_W_nominal_nm,candidate_W_top_nm,candidate_top_width_delta_nm,dimension_context_band_596,original_85_vs_90_peak_height_delta_596,candidate_minus_original_mean_peak_height_delta_597,candidate_minus_original_selected_annulus_fraction_delta_597,candidate_minus_original_mean_local_snr_delta_597,candidate_recovery_context_597,candidate_dimension_context,recommended_next_simulation_action,sparse_event_context_only,n_events_per_candidate_context
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D1200-P280,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,candidate_dimension_context_not_selection,280,500,607,107,geometry_respecification_context,-10.047964099130127,70.50844645560471,0.0,126156.93643188244,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D1200-P290,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,candidate_dimension_context_not_selection,290,500,607,107,geometry_respecification_context,2.547197694182728,83.26413239735984,0.0,-156685.62311147503,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D1200-P300,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,404/W607/D1200,candidate_dimension_context_not_selection,300,500,607,107,geometry_respecification_context,0.8582858379496656,98.02379432228815,0.5,1133635.2751012847,annulus_and_response_improved_context,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D900-P220,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,404/W580/D900,candidate_dimension_context_not_selection,220,500,580,80,dimension_update_required_context,0.8176098703677326,10.93463541555792,0.0,-123266.40932620148,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D900-P230,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,404/W580/D900,candidate_dimension_context_not_selection,230,500,580,80,dimension_update_required_context,-1.8322229208001772,17.954937121960768,0.0,-276158.9718987484,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D900-P240,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,404/W580/D900,candidate_dimension_context_not_selection,240,500,580,80,dimension_update_required_context,-2.058869190765563,29.71738157337802,0.0,-133192.75971758133,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D900-P250,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,404/W580/D900,candidate_dimension_context_not_selection,250,500,580,80,dimension_update_required_context,0.023436531896322776,21.821281714699865,0.5,-115579.32278727344,annulus_and_response_improved_context,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D900-P260,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,404/W580/D900,candidate_dimension_context_not_selection,260,500,580,80,dimension_update_required_context,-0.9820599447958784,28.81634326988751,0.0,152961.8122283616,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D900-P270,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,404/W580/D900,candidate_dimension_context_not_selection,270,500,580,80,dimension_update_required_context,8.566047665108727,43.66531332184036,-0.5,355812.7496009867,response_context_improved_annulus_not_improved,candidate_width_improves_response_with_annulus_tradeoff,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D900-P280,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,404/W580/D900,candidate_dimension_context_not_selection,280,500,580,80,dimension_update_required_context,8.064279262180662,52.089282592078575,-0.5,364277.2296981204,response_context_improved_annulus_not_improved,candidate_width_improves_response_with_annulus_tradeoff,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D900-P290,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,404/W580/D900,candidate_dimension_context_not_selection,290,500,580,80,dimension_update_required_context,-6.690468009311189,71.34911418790739,0.5,489324.1206161964,annulus_and_response_improved_context,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W500_D900-P300,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,404/W580/D900,candidate_dimension_context_not_selection,300,500,580,80,dimension_update_required_context,14.117829616524205,76.24489128029404,-0.5,978867.6420580223,response_context_improved_annulus_not_improved,candidate_width_improves_response_with_annulus_tradeoff,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W600_D900-P220,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W600/D900,404/W680/D900,candidate_dimension_context_not_selection,220,600,680,80,dimension_update_required_context,-5.453623604612744,7.687995223260714,0.0,-70284.5291371079,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W600_D900-P230,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W600/D900,404/W680/D900,candidate_dimension_context_not_selection,230,600,680,80,dimension_update_required_context,-1.6088724867666429,11.980465687780168,0.5,-197982.71286817966,annulus_and_response_improved_context,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W600_D900-P240,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W600/D900,404/W680/D900,candidate_dimension_context_not_selection,240,600,680,80,dimension_update_required_context,3.892233369278358,10.141730060746909,1.0,-295519.80492313136,annulus_and_response_improved_context,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W600_D900-P250,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W600/D900,404/W680/D900,candidate_dimension_context_not_selection,250,600,680,80,dimension_update_required_context,-4.646888373079037,18.763579618141762,0.5,253564.69508258533,annulus_and_response_improved_context,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W600_D900-P260,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W600/D900,404/W680/D900,candidate_dimension_context_not_selection,260,600,680,80,dimension_update_required_context,-4.6879655129764615,14.306130265812385,0.0,-251180.1466630596,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W600_D900-P270,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W600/D900,404/W680/D900,candidate_dimension_context_not_selection,270,600,680,80,dimension_update_required_context,6.113052945388745,26.300698741125757,-0.5,601446.4562543307,response_context_improved_annulus_not_improved,candidate_width_improves_response_with_annulus_tradeoff,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W600_D900-P280,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W600/D900,404/W680/D900,candidate_dimension_context_not_selection,280,600,680,80,dimension_update_required_context,-1.7149700470947664,35.52451369188475,0.0,-120173.43441549782,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W600_D900-P290,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W600/D900,404/W680/D900,candidate_dimension_context_not_selection,290,600,680,80,dimension_update_required_context,-6.3892565635241,41.127216608260824,0.0,216063.87409811933,response_context_improved_annulus_not_improved,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-404_W600_D900-P300,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W600/D900,404/W680/D900,candidate_dimension_context_not_selection,300,600,680,80,dimension_update_required_context,10.195799533222385,45.532139852498176,0.5,454850.02699301485,annulus_and_response_improved_context,candidate_width_improves_response_without_annulus_loss,carry_candidate_width_into_wider_event_sweep,True,2
sidewall_candidate_dimension_recommendation_synthesis_v1,REC-660_W500_D1500-P40,"synthesize candidate sidewall-aware dimension changes, selected-annulus tradeoffs, and interference-response context for next simulation planning","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_dimension_recommendation_context_not_selection_not_probability,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,660/W500/D1500,660/W632/D1500,candidate_dimension_context_not_selection,40,500,632,132,dimension_update_required_context,-0.0001152173207369378,-0.00014769533501202137,0.0,-51.125840149618625,candidate_context_not_improved_in_sparse_events,candidate_width_needs_refinement_context,refine_candidate_width_or_annulus_window,True,2
